	NO. OF QUARANTINE CENTRE W.R.T CORONA VIRUS	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	CompleteAddress	Lat	Long
188	T. T. Singh	GHS Qadar Baksh		10	30	All Utilities Available	Ready To Use		GHS Qadar Baksh T. T. Singh	0	0
189	T. T. Singh	Model GHS		40	120	All Utilities Available	Ready To Use		Model GHS T. T. Singh	0	0
190	T. T. Singh	GGHS Lab		35	105	All Utilities Available	Ready To Use		GGHS Lab T. T. Singh	0	0
191	T. T. Singh	GGHS Kachi Basti		20	60	All Utilities Available	Ready To Use		GGHS Kachi Basti T. T. Singh	0	0
192	T. T. Singh	DPS		15	45	All Utilities Available	Ready To Use		DPS T. T. Singh	35.000074	104.999927
193	T. T. Singh	GESB 705		6	18	All Utilities Available	Ready To Use		GESB 705 T. T. Singh	0	0
194	T. T. Singh	GESG 705		6	18	All Utilities Available	Ready To Use		GESG 705 T. T. Singh	0	0
195	T. T. Singh	GESG 712		8	24	All Utilities Available	Ready To Use		GESG 712 T. T. Singh	0	0
196	T. T. Singh	"Govt. Ghousia Fareed Baksh Degree Science College 333/GB, Tehsil Pirmahal"		24	48	All Utilities Available	Ready To Use		"Govt. Ghousia Fareed Baksh Degree Science College 333/GB, Tehsil Pirmahal T. T. Singh"	0	0
197	T. T. Singh	"Govt. Degree College (W) 721/GB, Tehsil
Pirmahal"		34	68	All Utilities Available	Ready To Use		"Govt. Degree College (W) 721/GB, Tehsil
Pirmahal T. T. Singh"	0	0
198	T. T. Singh	"Govt. Ghousia Fareed Baksh Degree
Science College 333/GB"		24	48	All Utilities Available	Ready To Use		"Govt. Ghousia Fareed Baksh Degree
Science College 333/GB T. T. Singh"	0	0
199	T. T. Singh	Govt. Degree College (Women) 721 GB		34	68	All Utilities Available	Ready To Use		Govt. Degree College (Women) 721 GB T. T. Singh	0	0
200	T. T. Singh	Govt. High School No. 1 Pirmahal		38	76	All Utilities Available	Ready To Use		Govt. High School No. 1 Pirmahal T. T. Singh	0	0
201	T. T. Singh	Union Council No. 72 Plot C		3	6	All Utilities Available	Ready To Use		Union Council No. 72 Plot C T. T. Singh	0	0
202	T. T. Singh	Union Council No. 71 Chak No. 319 GB		3	6	All Utilities Available	Ready To Use		Union Council No. 71 Chak No. 319 GB T. T. Singh	0	0
203	Total		1046	6927	18829					46.3144754	11.0480288
204	Gujranwala	"Muslim Hands School/College, Sialkot Road Sohdra, Wazirabad"		82	500	All Utilities Available	Capacity 1 person / 1 room facility Plan A : 182 capacity Plan B : 453 persons which can be extended to 500		"Muslim Hands School/College, Sialkot Road Sohdra, Wazirabad Gujranwala"	0	0
205	Gujranwala	60 Hotels	1000		1000				60 Hotels Gujranwala	31.3953863	-103.5013639
206	Gujrat	"New Admin Block NSMC University of
Gujrat"		332	1000	All Utilities Available			"New Admin Block NSMC University of
Gujrat Gujrat"	0	0
207	Gujrat	18 Hotels	231		231				18 Hotels Gujrat	31.3953863	-103.5013639
208	Hafizabad	Police Petroling Sheikhupura Road Hafizabads		8	40	"Food Services, Laundary, Dispensary, Elecricity with backup & boundary wall inplace"	facility is 10 km from Main Town &  Facility ready for accomodation		Police Petroling Sheikhupura Road Hafizabads Hafizabad	0	0
209	Hafizabad	"Government degree College (Women)
Sharqi Side Hafizabad"		28	87	All Utilities Available			"Government degree College (Women)
Sharqi Side Hafizabad Hafizabad"	0	0
210	Hafizabad	Degree College for Boys Pindi Bhattian		33	87		"The Centers are located about 2
Km away from the city Pindi Bhattian, well secured and easily accessible."		Degree College for Boys Pindi Bhattian Hafizabad	0	0
211	Hafizabad	Degree College for Girls Pindi Bhattian		33	87		DO		Degree College for Girls Pindi Bhattian Hafizabad	0	0
212	MB Din	13 Hotels	65		65				13 Hotels MB Din	31.3953863	-103.5013639
213	MB Din	Girls College Kadhar M.B.Din		25	250	"Food Services, Medical,  Elecricity with backup,
Security, sewage, Ambulance"			Girls College Kadhar M.B.Din MB Din	0	0
214	MB Din	Official Residences and Flats – New DHQ Hospital MB Din		350	500	"Clean drinking water, closed & secure premises, Electricity, Wash Rooms,"	"Issues: Matter is being taken up
with GEPCO authorities for immediate electricity connection Status: Electricity required.
Otherwise ready"		Official Residences and Flats – New DHQ Hospital MB Din MB Din	0	0
215	MB Din	BHU Marala &Residences		50	50		DO		BHU Marala &Residences MB Din	0	0
216	Narowal	Univerity of Narowal		153	356	Yes	7 Hall		Univerity of Narowal Narowal	0	0
217	Narowal	Kartarpur Coridor		1	2	Yes	Ready		Kartarpur Coridor Narowal	0	0
218	Narowal	"Diagnostic Center NarowalUnder GINUM (Isolation), DHQ Hospital Narowal"		10	10	Yes	Ready		"Diagnostic Center NarowalUnder GINUM (Isolation), DHQ Hospital Narowal Narowal"	0	0
219	Narowal	UET Narowal		188	330	Yes			UET Narowal Narowal	32.1009752	74.872238
220	Narowal	2 Hotels	19		19				2 Hotels Narowal	28.4460939	99.3598524
221	Sialkot	9 Hotels	258		258				9 Hotels Sialkot	33.7912577	-117.9156521
222	Sialkot	Qasim Boys Hostel  Khawaja Safdar Medical College Sialkot		28	56	"Electorcity, Water Supply, Wash Room
Adequate Drinking Water, Trained, Health Staff, IEC Material, Secuirty
Basic Medical Equipment, Backup Light"	Under Process		Qasim Boys Hostel  Khawaja Safdar Medical College Sialkot Sialkot	0	0
223	Sialkot	"Khalid Boys Hostel Khawaja Safdar
Medical College Sialkot"		28	56	DO	Under Process		"Khalid Boys Hostel Khawaja Safdar
Medical College Sialkot Sialkot"	0	0
224	Sialkot	"Allama Iqbal Women College Khadim Ali
Raod Sialkot"		55	110	DO	Under Process		"Allama Iqbal Women College Khadim Ali
Raod Sialkot Sialkot"	0	0
225	Sialkot	"Girls Hostel Govt. Women Univeristy
Sialkot"		70	210	DO	Under Process		"Girls Hostel Govt. Women Univeristy
Sialkot Sialkot"	0	0
226	Sialkot	Government Girls Degree College Orah		10	150	DO	Under Process		Government Girls Degree College Orah Sialkot	0	0
227	Sialkot	"Government Girls Degree College
Mundekey Goraya"		10	150	DO	Under Process		"Government Girls Degree College
Mundekey Goraya Sialkot"	0	0
228	Sialkot	7 Colleges outside urban				One Bus Capacity i.e. 48 Persons quarantine in each of 7 colleges can be readied in 36 hours.			7 Colleges outside urban Sialkot	0	0
229	Sialkot	Shelter Home THQ Daska Sialkot		2	80	DO	Under Process		Shelter Home THQ Daska Sialkot Sialkot	0	0
230	Total		1573	1496	5684					46.3144754	11.0480288
231	Lahore	"UET Campus, Kala Shah Kaku"		147	418	Essentially required facilities available			"UET Campus, Kala Shah Kaku Lahore"	0	0
232	Lahore	"UET Campus, Kala Shah Kaku"		90	270	DO			"UET Campus, Kala Shah Kaku Lahore"	0	0
233	Lahore	Boys hostel GCU Campus Kala Shah Kaku		120	240	"Water, 02 Electric water coolers + 01 Water
Filteration Unit,Electricity, 01 Standby Generator"	Common Wash Rooms Blocks		Boys hostel GCU Campus Kala Shah Kaku Lahore	0	0
234	Lahore	"Boys Hostel, UET Campus Kala Shah Kaku"		87	219	"Water, Electricity"	"Most rooms have attached
washrooms, Some rooms share washrooms. Both Campuses identified for persons to be quarantined in Distt Lahore"		"Boys Hostel, UET Campus Kala Shah Kaku Lahore"	0	0
235	Lahore	"Punjab Judicial Academy, Kala Shah Kaku"		120	250	DO			"Punjab Judicial Academy, Kala Shah Kaku Lahore"	0	0
236	Lahore	"GCU Campus, Kala Shah Kaku"		90	270	DO			"GCU Campus, Kala Shah Kaku Lahore"	0	0
237	Lahore	"PARK LANE HOTEL, 107-B-3 M.M.ALAM
ROAD GULBERG III LHR"	100		100				"PARK LANE HOTEL, 107-B-3 M.M.ALAM
ROAD GULBERG III LHR Lahore"	0	0
238	Lahore	"INDIGO HEIGHTS HOTELS SUITS, 3-C3
NOOR JHAN ROAD GULBERG III LHR"	80		80				"INDIGO HEIGHTS HOTELS SUITS, 3-C3
NOOR JHAN ROAD GULBERG III LHR Lahore"	0	0
239	Lahore	"SUNFORT HOTEL, 72-D/1 LIBERTY
COMMERICAIL ZONE GULBERG III LHR"	70		70				"SUNFORT HOTEL, 72-D/1 LIBERTY
COMMERICAIL ZONE GULBERG III LHR Lahore"	0	0
240	Lahore	"SMART HOTEL, 36 LIBERTY MARKET
GULBERG III LHR"	70		70				"SMART HOTEL, 36 LIBERTY MARKET
GULBERG III LHR Lahore"	0	0
241	Lahore	"FALETTI’S GRAND HOTEL, 32/C-3
GULBERG III LHR"	80		80				"FALETTI’S GRAND HOTEL, 32/C-3
GULBERG III LHR Lahore"	0	0
242	Lahore	"THE RESIDENCY HOTEL, 39/A GULBERG V OFF ZAFAR ALI ROAD GULBERG LHR"	70		70				"THE RESIDENCY HOTEL, 39/A GULBERG V OFF ZAFAR ALI ROAD GULBERG LHR Lahore"	0	0
243	Lahore	"AVARI EXPRESS HOTEL, MAIN
BOULEVARD GULBERG LHR"	100		100				"AVARI EXPRESS HOTEL, MAIN
BOULEVARD GULBERG LHR Lahore"	0	0
244	Lahore	"GRAND PLAM HOTEL, FEROZPUR ROAD
OPP. GADDAFI STADIUM LHR"	70		70				"GRAND PLAM HOTEL, FEROZPUR ROAD
OPP. GADDAFI STADIUM LHR Lahore"	0	0
245	Lahore	"THE NISHAT HOTEL, 9/A MEHMOOD ALI
KASURI ROAD GULBERG III LHR"	80		80				"THE NISHAT HOTEL, 9/A MEHMOOD ALI
KASURI ROAD GULBERG III LHR Lahore"	0	0
246	Lahore	"THE SAVOEY HOTEL, 273-A/3 GULBERG
ROAD GULBERG III LHR"	80		80				"THE SAVOEY HOTEL, 273-A/3 GULBERG
ROAD GULBERG III LHR Lahore"	0	0
247	Lahore	"MALSONETTE HOTEL & RESORT, 51-CI
GHALIB ROAD GULBERG III LHR"	50		50				"MALSONETTE HOTEL & RESORT, 51-CI
GHALIB ROAD GULBERG III LHR Lahore"	0	0
248	Lahore	"SHALIMAR TOWER, JAIL ROAD"	80		80				"SHALIMAR TOWER, JAIL ROAD Lahore"	31.5341905	74.3434579
249	Lahore	"NATIONAL HOTEL, ABBOT ROAD"	100		100				"NATIONAL HOTEL, ABBOT ROAD Lahore"	40.7944843	-73.7776142
250	Lahore	"METROPOL HOTEL, ABBOT ROAD"	100		100				"METROPOL HOTEL, ABBOT ROAD Lahore"	0	0
251	Lahore	"LUXCES GRAND HOTEL, EGRATON ROAD"	100		100				"LUXCES GRAND HOTEL, EGRATON ROAD Lahore"	0	0
252	Lahore	"CROWN PLAM, DHARAMPURA"	80		80				"CROWN PLAM, DHARAMPURA Lahore"	0	0
253	Lahore	"AMMBESDIR HOTEL, DAVIS ROAD"	70		70				"AMMBESDIR HOTEL, DAVIS ROAD Lahore"	0	0
254	Lahore	"AL-MAYDAHOTEL, PEPSI FACTORY"	200		200				"AL-MAYDAHOTEL, PEPSI FACTORY Lahore"	0	0
255	Lahore	"ROYAL SWIFT, AIRPORT ROAD"	300		300				"ROYAL SWIFT, AIRPORT ROAD Lahore"	50.2809743	-107.7008095
256	Kasur	Lakasa hotel Multan Road	9		9				Lakasa hotel Multan Road Kasur	0	0
257	Kasur	Green Motel Multan Road	10		10				Green Motel Multan Road Kasur	31.5256141	74.2836492
258	Kasur	UVAS Pattoki		36	36	Yes / All utility facilities availabled	Functional		UVAS Pattoki Kasur	0	0
259	Kasur	Govt. Commerce College Pattoki		19	19	Yes / All utility facilities availabled	Functional		Govt. Commerce College Pattoki Kasur	0	0
260	Kasur	Fisheries Rest House Sindhu	3		3				Fisheries Rest House Sindhu Kasur	0	0
261	Kasur	Irrigation Rest House Balloki	4		4				Irrigation Rest House Balloki Kasur	0	0
262	Kasur	"Red Crescent Medical & Dental College
Dina Nath"		134	134				"Red Crescent Medical & Dental College
Dina Nath Kasur"	0	0
263	Kasur	"Ahsan Raheem Memorial Hospital Head
Balloki."		10	10				"Ahsan Raheem Memorial Hospital Head
Balloki. Kasur"	0	0
264	Kasur	"Govt. Degree College for Boys, KRK"		11	11				"Govt. Degree College for Boys, KRK Kasur"	0	0
265	Kasur	Al-Shifa Hospital (Private)		13	20				Al-Shifa Hospital (Private) Kasur	10.03057	76.3046046
266	Kasur	"Special Education Center, Chunian"		33	140				"Special Education Center, Chunian Kasur"	0	0
267	Kasur	"Govt. Boys Degree College College,
Chunian"		19	130				"Govt. Boys Degree College College,
Chunian Kasur"	0	0
268	Kasur	"DPS School, Kasur"		160	480				"DPS School, Kasur Kasur"	0	0
269	Kasur	Govt. Islamia Degree Collage		54	116				Govt. Islamia Degree Collage Kasur	0	0
270	Kasur	"PIASS College, Kasur"		18	48				"PIASS College, Kasur Kasur"	45.1395944	7.9876022
271	Kasur	"KIPS, College, Kasur"		21	46				"KIPS, College, Kasur Kasur"	52.2957561	5.262050092
272	Kasur	"Punjab College, Kasur"		45	100				"Punjab College, Kasur Kasur"	31.1175143	74.4478314
273	Kasur	"Shehbaz Sharif Sports Complex, Kasur"		10	24				"Shehbaz Sharif Sports Complex, Kasur Kasur"	0	0
274	Kasur	"Nawaz Memorial Higher Secondary
School, Roshan Bheela"		31	64				"Nawaz Memorial Higher Secondary
School, Roshan Bheela Kasur"	0	0
275	Kasur	"Girls Degree College, Khudian"		64	74				"Girls Degree College, Khudian Kasur"	0	0
276	Kasur	Veterinary University Pattoki		20	20				Veterinary University Pattoki Kasur	0	0
277	Kasur	"Rest House Changa Manga, Chunian"	5		5				"Rest House Changa Manga, Chunian Kasur"	0	0
278	Kasur	"Rest House Ganda Singh Wala, Kasur"	4		4				"Rest House Ganda Singh Wala, Kasur Kasur"	0	0
279	Kasur	"Brothers Sugar Mill Pvt LTD Canal,
Chunian"		2	10				"Brothers Sugar Mill Pvt LTD Canal,
Chunian Kasur"	0	0
280	Kasur	"Abandoned Green View Motel, Pattoki"	3		4				"Abandoned Green View Motel, Pattoki Kasur"	0	0
281	Kasur	"Head Balloki, Pattoki"		6	6				"Head Balloki, Pattoki Kasur"	0	0
282	Kasur	"Mouza Sindhu, Pattoki"		4	4				"Mouza Sindhu, Pattoki Kasur"	0	0
283	Kasur	"Labour Colony Ahad Rice Mill Raiwind
Road KRK"		24	24				"Labour Colony Ahad Rice Mill Raiwind
Road KRK Kasur"	0	0
284	Kasur	"PIASS College , Kasur"		24	48				"PIASS College , Kasur Kasur"	45.1395944	7.9876022
285	Kasur	"Nawaz Memorial Higher Secondary
School, RoshanBheela"		32	64				"Nawaz Memorial Higher Secondary
School, RoshanBheela Kasur"	0	0
286	Nankana Sahib	TDCP Motel Nankana Sahib		17	55	"Electricity, Backup Power, Sewerage System, Drinking
Water, Gas Cylinder"			TDCP Motel Nankana Sahib Nankana Sahib	0	0
287	Nankana Sahib	"Govt. Guru Nanak Degree College for
Women Nankana Sahib"		14	50	DO			"Govt. Guru Nanak Degree College for
Women Nankana Sahib Nankana Sahib"	0	0
288	Nankana Sahib	"Danish School Centre of Excellence
Nankana Sahib"		27	70	DO			"Danish School Centre of Excellence
Nankana Sahib Nankana Sahib"	0	0
289	Nankana Sahib	Govt. Degree College for Women Bucheki		18	50	DO			Govt. Degree College for Women Bucheki Nankana Sahib	0	0
290	Nankana Sahib	"Govt Degree College for Women Mandi
Faizabad"		18	50	DO			"Govt Degree College for Women Mandi
Faizabad Nankana Sahib"	0	0
291	Nankana Sahib	Ajwa Marriage Hall Mandi Faizabad	1		70	DO	Hall		Ajwa Marriage Hall Mandi Faizabad Nankana Sahib	0	0
292	Nankana Sahib	"Govt. Higher Secondary School for Boys
Bara Ghar"		25	80	DO			"Govt. Higher Secondary School for Boys
Bara Ghar Nankana Sahib"	0	0
293	Nankana Sahib	"Govt. Higher Secondary School for Boys
More khunda"		45	150	DO			"Govt. Higher Secondary School for Boys
More khunda Nankana Sahib"	0	0
294	Nankana Sahib	Rural Health Centre Warburton		4	20	DO			Rural Health Centre Warburton Nankana Sahib	0	0
295	Nankana Sahib	"Govt. Girls Higher Secondary School for
Women Syedwala"		12	50	DO			"Govt. Girls Higher Secondary School for
Women Syedwala Nankana Sahib"	0	0
296	Nankana Sahib	Shehnaee Marriage Hall Syedwala	1		70	DO	Hall		Shehnaee Marriage Hall Syedwala Nankana Sahib	0	0
297	Nankana Sahib	Sports Complex Hostel		9	50	DO			Sports Complex Hostel Nankana Sahib	12.9867812	80.23292931
298	Nankana Sahib	Tehsil Rest House		8	32	DO			Tehsil Rest House Nankana Sahib	24.463448	74.882995
299	Nankana Sahib	Rural Health Centre Muhammad Pura		8	50	DO			Rural Health Centre Muhammad Pura Nankana Sahib	31.622	73.6264997
300	Nankana Sahib	"Govt. Islamia Degree College for Boys
Sangla Hill"		13	50	DO			"Govt. Islamia Degree College for Boys
Sangla Hill Nankana Sahib"	31.7160127	73.3634622
301	Nankana Sahib	"Govt. Elementary School for Boys Sangla
Hill"		8	24	DO			"Govt. Elementary School for Boys Sangla
Hill Nankana Sahib"	31.7647829	73.4248086
302	Nankana Sahib	Grand Height Hotel Railway Road City	5		5				Grand Height Hotel Railway Road City Nankana Sahib	31.4486642	73.7005558
303	Nankana Sahib	"Khawaja Hotel, Lori Adda Nankana Sahib"	12		12				"Khawaja Hotel, Lori Adda Nankana Sahib Nankana Sahib"	31.4510723	73.7072087
304	Nankana Sahib	Banda Restaurant	2		2				Banda Restaurant Nankana Sahib	41.3845148	2.1458994
305	Nankana Sahib	Al-Fateh Restaurant	14		14				Al-Fateh Restaurant Nankana Sahib	24.811263	46.8597697
306	Nankana Sahib	"Govt. Guru Nanak Degree College for
Women NNS"		14	50				"Govt. Guru Nanak Degree College for
Women NNS Nankana Sahib"	31.45011	73.7043189
307	Nankana Sahib	Gurdawara Tambu Sahib	160	640					Gurdawara Tambu Sahib Nankana Sahib	31.448305	73.6990223
308	Nankana Sahib	Vocational Training Institute Panwan		10	50				Vocational Training Institute Panwan Nankana Sahib	31.5907755	73.5921144
309	Nankana Sahib	"Govt. Girls High School Kot Nizamdin
Chak No.184/RB"		8	50				"Govt. Girls High School Kot Nizamdin
Chak No.184/RB Nankana Sahib"	31.524565	73.4941403
310	Nankana Sahib	Office City Model Town		8	32				Office City Model Town Nankana Sahib	31.4239138	73.6562112
311	Nankana Sahib	"Gurdwara Janam Asthan, Nankana Sahib"	400		1200				"Gurdwara Janam Asthan, Nankana Sahib Nankana Sahib"	31.4456139	73.6958984
312	Nankana Sahib	"Mughal Marriage Hall, Near Mangtanwala
Road Chowk Bai Paas"	4		25				"Mughal Marriage Hall, Near Mangtanwala
Road Chowk Bai Paas Nankana Sahib"	31.4502744	73.7128328
313	Nankana Sahib	"Nabi Noor Marriage Hall (Marki), PSO
Pump to Bai Paas Link More Near Chitti Kothi Nankana Sahib"	1		50				"Nabi Noor Marriage Hall (Marki), PSO
Pump to Bai Paas Link More Near Chitti Kothi Nankana Sahib Nankana Sahib"	0	0
314	Nankana Sahib	"Qasar-e-Noor Marriage Hall, Near Lori
Adda Nankana Sahib"	1		25				"Qasar-e-Noor Marriage Hall, Near Lori
Adda Nankana Sahib Nankana Sahib"	0	0
315	Nankana Sahib	"Khalid Unit (Marki), Near Lori Adda
Nankana Sahib"	1		30				"Khalid Unit (Marki), Near Lori Adda
Nankana Sahib Nankana Sahib"	0	0
316	Nankana Sahib	"Humma Marriage Hall, Shora Kothi Road
Near Nadra Office Nankana Sahib"	3		20				"Humma Marriage Hall, Shora Kothi Road
Near Nadra Office Nankana Sahib Nankana Sahib"	0	0
317	Nankana Sahib	"Singham Mirrage Hall, Railway Road Near
District Accounts Office"	1		15				"Singham Mirrage Hall, Railway Road Near
District Accounts Office Nankana Sahib"	0	0
318	Nankana Sahib	"Al Janat Marriage Hall, Near Chungi No. 5
Nankana Sahib"	3		3				"Al Janat Marriage Hall, Near Chungi No. 5
Nankana Sahib Nankana Sahib"	0	0
319	Nankana Sahib	"Paradise Marriage Hall,"	1		20				"Paradise Marriage Hall, Nankana Sahib"	54.2342714	-1.3437141
320	Nankana Sahib	"Hakoomat Marriage Hall, Bucheki"	1		15				"Hakoomat Marriage Hall, Bucheki Nankana Sahib"	0	0
321	Nankana Sahib	"Gold Marriage Hall, Jaranwala Road
Bucheki"	5		45				"Gold Marriage Hall, Jaranwala Road
Bucheki Nankana Sahib"	0	0
322	Nankana Sahib	"Qasim Marriage Hall, Lahore Road Mandi
Faizabad"	4		30				"Qasim Marriage Hall, Lahore Road Mandi
Faizabad Nankana Sahib"	0	0
323	Nankana Sahib	"Al Madina Marriage Hall, Lahore Road
Mandi Faizabad"	1		25				"Al Madina Marriage Hall, Lahore Road
Mandi Faizabad Nankana Sahib"	0	0
324	Nankana Sahib	"Shehnai Marriage Hall, Jaranwala 240
More Road Syed Wala"	2		2				"Shehnai Marriage Hall, Jaranwala 240
More Road Syed Wala Nankana Sahib"	0	0
325	Nankana Sahib	"Bhandhan Marriage Hall, Warburton"	6		35				"Bhandhan Marriage Hall, Warburton Nankana Sahib"	0	0
326	Nankana Sahib	"Al Harm (Marki), Warburton"	1		30				"Al Harm (Marki), Warburton Nankana Sahib"	0	0
327	Nankana Sahib	"Madina Marriage Hall, Warburton"	3		35				"Madina Marriage Hall, Warburton Nankana Sahib"	0	0
328	Nankana Sahib	"Virk Marriage Hall, Warburton"	5		50				"Virk Marriage Hall, Warburton Nankana Sahib"	0	0
329	Nankana Sahib	"Ghousia Marriage Hall, More Khunda"	3		20				"Ghousia Marriage Hall, More Khunda Nankana Sahib"	0	0
330	Nankana Sahib	"Taaj Mahal Garden, More Khunda"	4		30				"Taaj Mahal Garden, More Khunda Nankana Sahib"	0	0
331	Nankana Sahib	"Al Najaf (Marki), More Khunda"	1		25				"Al Najaf (Marki), More Khunda Nankana Sahib"	0	0
332	Nankana Sahib	"Marhaba Marriage Hall, More Khunda"	5		30				"Marhaba Marriage Hall, More Khunda Nankana Sahib"	0	0
333	Nankana Sahib	"Paragon Marriage, More Khunda Hall"	4		20				"Paragon Marriage, More Khunda Hall Nankana Sahib"	0	0
334	Nankana Sahib	"TajMehal Marriage Hall, GhullayBajway
Road, Sangla Hill"	6		60				"TajMehal Marriage Hall, GhullayBajway
Road, Sangla Hill Nankana Sahib"	0	0
335	Nankana Sahib	"Shugan Marriage Hall, Faisalabad Road,
Sangla Hill."	6		50				"Shugan Marriage Hall, Faisalabad Road,
Sangla Hill. Nankana Sahib"	0	0
336	Nankana Sahib	"Royal Palace Marriage Hall, Safdarabad
Road, Sangla Hill"	3		50				"Royal Palace Marriage Hall, Safdarabad
Road, Sangla Hill Nankana Sahib"	0	0
337	Nankana Sahib	"Dubi Palace Marriage Hall, MarhBalochan,
Sangla Hill."	5		25				"Dubi Palace Marriage Hall, MarhBalochan,
Sangla Hill. Nankana Sahib"	0	0
338	Sheikhupura	Taj Mehal Hotal Lahore Road	9		9				Taj Mehal Hotal Lahore Road Sheikhupura	0	0
339	Sheikhupura	"Sultan Grand Hotal Faislabad Road
Bypass"	9		9				"Sultan Grand Hotal Faislabad Road
Bypass Sheikhupura"	0	0
340	Sheikhupura	Sun Shine Hotel GT Road	8		8				Sun Shine Hotel GT Road Sheikhupura	0	0
341	Sheikhupura	"Hotel Lahore IN, GT Road"	15		15				"Hotel Lahore IN, GT Road Sheikhupura"	0	0
342	Sheikhupura	"Park View Hotel,Dosako Chowk, Sagian"	15		15				"Park View Hotel,Dosako Chowk, Sagian Sheikhupura"	0	0
343	Sheikhupura	"Motorway IN Hotel, Saeed Chowk, Village
Baddu"	15		15				"Motorway IN Hotel, Saeed Chowk, Village
Baddu Sheikhupura"	0	0
344	Sheikhupura	"Lahore Sports Country Club Narowal Rd
Muridke"	55		55				"Lahore Sports Country Club Narowal Rd
Muridke Sheikhupura"	0	0
345	Sheikhupura	"UHS Campus, Kala shah kaku"		130	500	All Utilities Available			"UHS Campus, Kala shah kaku Sheikhupura"	0	0
346	Sheikhupura	Govt Post Graduate College for Women Sheikhupura		17	51	"Water, Electricity, Gas"	"Washroom Block with 6
Washroom and 06 toilets. Building needs extensive repairs"		Govt Post Graduate College for Women Sheikhupura Sheikhupura	0	0
347	Sheikhupura	Govt Post Graduate College for Boys Sheikhupura		10	30	"Water, Electricity, Gas"	Washroom Block with 08 Washroom and 08 toilets. Building needs extensive repairs.		Govt Post Graduate College for Boys Sheikhupura Sheikhupura	0	0
348	Sheikhupura	Govt. Post Graduate College for Boys Skp		40	240				Govt. Post Graduate College for Boys Skp Sheikhupura	0	0
349	Sheikhupura	Govt. College for Women Skp		30	180				Govt. College for Women Skp Sheikhupura	0	0
350	Sheikhupura	"Govt. High Secondary School, Skp"		35	150				"Govt. High Secondary School, Skp Sheikhupura"	0	0
351	Sheikhupura	Govt. Boys College		8	50				Govt. Boys College Sheikhupura	34.61083835	72.01985629
352	Sheikhupura	RHC Jandiala Sher Khan		5	5				RHC Jandiala Sher Khan Sheikhupura	31.8262441	73.9084481
353	Sheikhupura	Govt. Boys College Safdarabad		6	50				Govt. Boys College Safdarabad Sheikhupura	0	0
354	Total		2719	2507	9022					46.3144754	11.0480288
355	Multan	"Worker Welfare Complex, Industrial
Estate-II, Multan"		492	1384	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"			"Worker Welfare Complex, Industrial
Estate-II, Multan Multan"	0	0
356	Multan	"Nawaz Sharif Agriculture University,
Multan"		196	452	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"			"Nawaz Sharif Agriculture University,
Multan Multan"	0	0
357	Multan	Ramada		108	108	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Ramada Multan	38.80800875	-9.19638367
358	Multan	"New DHQ Hospital, Multan"		100	100	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		"New DHQ Hospital, Multan Multan"	30.9710511	70.9566556
359	Multan	Avari Express	75		75	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Avari Express Multan	0	0
360	Multan	Sindbad Hotel	49		49	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Sindbad Hotel Multan	31.4343136	73.0874019
361	Multan	City Hospital		45	45	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		City Hospital Multan	52.4893357	-1.930563676
362	Multan	Hotel One	45		45	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Hotel One Multan	36.7015264	137.8444157
363	Multan	Avalon Hotel	44		44	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Avalon Hotel Multan	49.28167455	-123.1089295
364	Multan	Fatima Hospital		34	34	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Fatima Hospital Multan	41.8553944	-71.46049489
365	Multan	Medicare Hospital		33	33	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Medicare Hospital Multan	22.7223831	75.8908209
366	Multan	S-Chalet Hotel	29		29	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		S-Chalet Hotel Multan	49.4369802	-2.5393188
367	Multan	DE-Shalimar	28		28	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		DE-Shalimar Multan	51.1795042	14.4285984
368	Multan	The Arina Hotel	27		27	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		The Arina Hotel Multan	2.9610166	101.7568131
369	Multan	Fiseta Inn	24		24	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Fiseta Inn Multan	0	0
370	Multan	Hotel Grace Inn	23		23	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Hotel Grace Inn Multan	54.97736525	-1.577053777
371	Multan	Grand Hotel	22		22	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Grand Hotel Multan	52.48200095	-1.899613348
